,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
MI_136_H,-0.00108521356629685,-0.000298650953351949,0.125487672214306,-0.00162995616311316,-1.08241358798593e-05,0.00906685236346864,-0.00240333003429411,-0.000842288223517104,0.00353033741256607,-0.00464646917013137,-3.61475762964944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283971717443099,-0.00606481380972819,-0.000612459263685361,0.00175823535452107,-0.0439598882753694,-0.000748094441519075,0.000583340599130968,-1.49665506105619e-05,-4.36425975331048e-05,-0.000464402437580019,-0.000624261791700769,-3.3471933020876e-06,-0.00121752853315524,0.00611648451801452,-0.00176892022883454,-0.00395629407094021,-0.000133925720255708,-0.00290569600073341,-3.27689291246037e-08,-2.13321946488423e-08,-1.0120118322039e-09,-1.0120118322039e-09,-3.05380094318867e-08,-0.000293923461554701,-2.25162018972224e-09,-1.20561639824351e-08,-1.15036203395117e-09,-9.79450292428613e-09,-4.28495020416627e-08,-2.65656554756508e-05,-3.06675596762832e-06,9.12701409711569e-05,-1.15329803080912e-07,-3.17269625242837e-06,-9.73942961107139e-06,-1.4217027904048e-08,-4.80879481666697e-08,-2.27622914634179e-09,-8.1395758133197e-08,-1.28685714322425e-07,0,0,0,0,0,0,0,0,-0.259736163989298,0,0,0,0,0,0,0,0,0,0,-0.002821167,0,-0.00664202403444019,0,0,0,0,0,0,0,0,0,0,0,0,-1.86249928753979e-08,-3.01259382618851e-08,1.87682415372143e-06,7.27118219008959e-08,-1.69749291909689e-07,0,0,0,0,0,0,-0.00147152655730192,-0.000329260441996612,0.00119611755312241,0.000448299510700849,-3.58932732965989e-05,-0.000939697892933515,-0.00109632912684528,-1.7288917905794e-09,-1.7288917905794e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_137_H,-4.15115624896962e-09,-1.14239888789646e-09,5.70018380062673e-07,1.31324704319147e-08,0,-4.0522481997972e-09,-1.1511569776776e-05,-3.82011441097174e-05,0.000244190740561656,0,-1.63943734788706e-06,0,0,0,0,0,0,0,-9.14261265265577e-08,-2.81609516647805e-07,2.86899726044215e-06,-5.91238122952028e-08,-4.22461195284548e-07,-1.09661316427205e-08,-2.80843684052927e-07,-1.7684177606041e-05,-0.0001379860009929,-3.6635274935706e-06,-1.91444738832687e-05,-0.000108755430783086,-4.85386082391229e-08,7.30478087356753e-07,-6.12287660991077e-09,-1.78543638133038e-08,-1.89988922406583e-07,-4.37712607061588e-06,-1.85765015646521e-08,-8.53692466052292e-06,4.34000684286927e-05,-1.24031086851826e-05,-1.24218066267638e-05,-9.39044755662794e-07,-2.00316770876161e-05,-1.18871229004617e-07,-7.73837980982323e-08,-3.67113279179357e-09,-3.67113279179357e-09,-1.10778435838399e-07,0,0,0,0,0,0,-1.5240304379038e-07,-2.37628328115332e-08,7.39273843714651e-07,-8.93635769434298e-10,-2.45837136714004e-08,-7.54662059748322e-08,-3.53731180268572e-08,-1.19646713620409e-07,-5.66344265433951e-09,-2.02519245144852e-07,-3.20180490030654e-07,0,0,0,0,-8.40081214886054e-10,-5.91730509128228e-09,-4.19219495546993e-10,-1.81539547391512e-08,0,0,0,0,-1.24788894827933e-06,0,-4.26273496180347e-06,6.10994589028063e-06,0,-1.54495547093156e-07,-4.24097636077414e-05,0,-7.30187916083848e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64038389896205e-09,-5.88832335794107e-09,5.50629132653455e-07,1.42120293673702e-08,-3.31786751953342e-08,-4.45772273210936e-08,-1.1748821946238e-09,1.93476663079439e-06,-1.18657835270806e-06,-4.13794533387622e-09,-3.23207378869155e-08,-1.18832136485653e-07,-2.65892053313721e-08,6.31123182743176e-06,3.62021251860632e-08,-2.89853712128632e-09,-7.58846707279947e-08,-8.85333205765209e-08,-3.37923878928649e-10,-3.37923878928649e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_138_H,-2.2534911729071e-06,-6.20161144368525e-07,0.00030943942141057,7.12907547243706e-06,-2.24767690131674e-08,-2.19979808058015e-06,-4.87071535982072e-05,-0.000161634688392633,0.000594412863328918,-0.000536917033533407,-6.93670179363985e-06,0,-4.28479344702099e-07,-2.34287491975051e-06,-1.67731493180151e-05,-1.56896377356388e-07,-4.36184063907283e-06,-1.46261395196504e-05,-1.92413030891859e-07,-5.92668011702933e-07,6.03801647816458e-06,-1.24430426550957e-07,-4.44397075435518e-07,-2.30790333868301e-08,-5.91056260485479e-07,-0.000296948380296625,-0.00231702714207377,-6.1517056638038e-05,-0.0003214693178226,-0.00182619456436963,-0.000313468891809823,0.000602066911421014,-6.2713312300274e-06,-1.82872588340916e-05,-0.000194595373769098,0,0,0,0,0,0,0,0,-6.70578354783811e-08,-4.36538769306572e-08,-2.0709655383627e-09,-2.0709655383627e-09,-6.24925155330499e-08,0,-9.99870151010185e-07,-5.35374418685057e-06,-5.10837780658304e-07,-4.34941521784087e-06,-1.90280484571395e-05,0,0,0,0,0,0,-5.00977629382858e-06,-1.694516352997e-05,-8.02094424631317e-07,-2.88296877575777e-05,-4.53460909915864e-05,0,0,0,0,-1.44546872688435e-07,-1.01814911526646e-06,-7.21321533889556e-08,-3.12362345208209e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.01012233970246e-09,3.0513560393413e-07,-6.75969770626619e-08,-3.82766352176364e-10,-1.67593782192792e-08,0,0,0,0,0,0,0,0,0,0,0,0,-2.79311168492247e-06,-7.36155517832819e-08,0.000121228250585086,-8.61618860532659e-05,-2.59274615273145e-07,-2.02514683129568e-06,-2.236042459906e-08,-5.00324187163673e-09,1.18757288708273e-06,6.81208732325022e-09,-5.45412399918639e-10,-1.42790789446312e-08,-1.66591521267037e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_139_H,-0.000469997881936944,-0.000129343495025447,0.0645373566364832,0.00148687086619095,-4.68785232264591e-06,-0.000458799417983896,-0.000136227648612664,-0.000452071449619253,0.00166249638285987,-0.00135261864891962,-1.94010633893743e-05,0,-1.50353763205756e-09,-8.22116784065244e-09,-5.88571223317404e-08,-5.50550710566558e-10,-1.53057355668885e-08,-5.13232468529093e-08,-0.0181021382256601,-0.00826849195929903,0,-0.00100509812370952,0,-0.000186422997952457,-0.00477431087305191,-0.00736885366713717,-0.0149469922504871,-0.000212006575173805,-0.00110788150180916,-0.00629362450598177,-0.00433143853147753,0,-8.66557621605367e-05,-0.000252688989621154,-0.00268887255486297,-0.000537855414197968,-1.57e-05,-0.00104900591739555,0.00531192146398233,-0.00152407745438154,-0.00340868881373809,-0.000115388567260613,-0.00250350789810467,-1.40984860083756e-06,-1.46183801937026e-06,-5.33251969331396e-08,-5.33251969331396e-08,-1.60911692440897e-06,-0.00170180572936502,-0.00133093823789468,-0.000307580068388626,-2.93483427722022e-05,-0.000249879968759024,-0.00109318791512748,-9.51624763214417e-08,-1.48378271097275e-08,4.61612366117296e-07,-5.57997994224787e-10,-1.53503959761163e-08,-4.71220971742974e-08,-8.42112381498988e-07,-2.84837708875171e-06,-1.34827107339187e-07,-4.82128727523603e-06,-7.62239717642395e-06,0,0,0,0,-2.51848003926751e-08,-1.77394929139938e-07,-1.25677840772823e-08,-5.44237531254873e-07,0,0,0,0,-1.75965858783816e-08,0,-6.01091803365859e-08,8.39783007557155e-08,-1.71738203570382e-07,-2.17855456288867e-09,-5.98023604932545e-07,-0.002821167,-1.02964405530178e-07,-0.00229917784129913,-7.11186254445099e-06,0.000270917519179636,-6.00166125936992e-05,-3.39842709995406e-07,-1.48799717621301e-05,-0.0106230086804486,0,0,0,0,0,0.048847789552721,0,0,0,0,0,0,0,0,0,0,0,-1.65974480735515e-07,-3.71375090826318e-08,8.81498436650518e-06,5.05640065640267e-08,-4.04842669521637e-09,-1.05989164146562e-07,-1.2365570749671e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.17589956960477e-09,1.87304054628041e-07,-8.88416017643484e-10,-2.44401195049064e-08,0,0,0,0,0,0,0,0,0,0,0,0
MI_140_H,-7.9366118900739e-05,-2.18415690788241e-05,0.0108982037327287,0.000251080216510397,-7.91613450032818e-07,-7.74750920349574e-05,-3.43681393224182e-05,-0.000114050669760718,0.00042921143250832,-0.000295736715167122,-4.89458972799958e-06,-0.0002559969202482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000371694379219128,-0.0019423611117991,-0.0110341146347532,-0.0762126981369788,0.336573665090613,-0.000995295314619433,-0.00290229017846417,-0.0308833733468986,-7.87273102390014e-05,-3.44721995446798e-07,-0.000153545752485353,0.00101925966076628,-0.000223083221646625,-0.000498938738299283,-1.68897277836391e-05,-0.000366445029234813,0,0,0,0,0,-0.0731277121114648,0,0,0,0,0,-8.22013851210787e-07,-1.28169209940145e-07,3.98740946543765e-06,-4.81998890667017e-09,-1.32596781858806e-07,-4.07040863927639e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002821167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.53883641351379e-08,-1.01558431021728e-08,2.41059781298581e-06,1.38275325935017e-08,-1.10710673232776e-09,-2.89844243244176e-08,-3.38156218617276e-08,0,0,0,0,-3.70598898770246e-10,-6.40583144784439e-09,9.88781861376086e-09,-5.77490871441716e-10,-1.24075698605208e-08,-4.61799620813009e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_141_H,-0.000707820394267438,-0.000194792289845092,0.0801987753714741,-0.00106312365588121,-7.05994134613553e-06,0.00591376961548184,-4.22214045513375e-05,-0.000140111730290188,0.000515262012232488,-0.000419220765838056,-6.01302418731438e-06,0,-3.60715596812418e-08,-1.97235067543854e-07,-1.41204859498611e-06,-1.32083310655648e-08,-3.67201819359044e-07,-1.23130244459285e-06,0,0,0,0,0,0,0,-0.000130055961600544,-0.00101479992150807,-2.6942931791388e-05,-0.000140795518779141,-0.000799827531982254,-0.03711091340683,0.153860615926185,-0.000756700873406834,-0.00220654662055116,-0.0234799413220218,-0.000184717790573977,-7.86052918853549e-07,-0.000360264209014756,0.00180985529030927,-0.000523419886842208,-0.00117065934414147,-3.96283473945509e-05,-0.000859789518549285,0,0,0,0,0,-0.0540538871633049,-1.19138984709675e-05,-6.37922480406365e-05,-6.08685982649704e-06,-5.18252207660007e-05,-0.000226727677778933,-0.00326285707253387,-0.000448674044520493,0.0143286953831857,-1.68730377468157e-05,-0.000464173372331584,-0.00142490283578105,0,0,0,0,0,0,0,0,0,-1.20698336053832e-08,-8.5016646698559e-08,-6.02311951002403e-09,-2.60826226201157e-07,0,0,-0.00171947615945942,0,0,0,0,0,0,0,0,0,0,-0.000292191842180408,-0.00327113211795625,0.128901594898326,-0.0271317919019807,-0.00016169595626605,-0.00719250465770156,0,0,0,0,0,-5.1735613959663e-07,0,0,0,0,0,0,-1.15990669056189e-08,-3.05706254081294e-10,5.03429417798802e-07,-3.5780791954758e-07,-1.07670009248674e-09,-8.40990846041044e-09,-0.000580486217244731,-0.000129886305832893,0.000863548997508262,0.000176844709915773,-1.41591399333468e-05,-0.00037069101642445,-0.000432478737498628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_142_H,0,0,0,0,0,0,-2.82148655143427e-06,-9.36310307325925e-06,3.44328866703433e-05,-2.80148366797187e-05,-4.01826207778753e-07,-2.1016321567858e-05,-1.06560091217572e-09,-5.82658110004228e-09,-4.17137568807724e-08,-3.90191324028167e-10,-1.08476205941564e-08,-3.63742798957665e-08,-0.00019837726948128,-0.000611038978626169,0,-0.000128287404159456,-0.000128184740600727,-2.37944156085758e-05,-0.00060937726785679,-0.000552198394716001,-0.00430869051074963,-0.000114395707056039,-0.000597796967522657,-0.00339594951107889,-0.00134226657943119,0.00232671223372132,-2.68536959760453e-05,-7.83056213989512e-05,-0.000833252911362719,-3.02989542611065e-05,-1.27488912606655e-07,-5.9093543491038e-05,0.000299235930748761,-8.58556999924391e-05,-0.000192021319729212,-6.50017240580772e-06,-0.00013866150027649,-8.12983093210418e-09,-3.55316815696467e-09,-2.90893087677771e-10,-2.90893087677771e-10,-8.77785770135602e-09,-0.000527371435288952,-0.00791130690179185,-0.00244291411911358,-0.000233095341016085,-0.00198463868924627,-0.00868250080930155,-0.0434216987288194,-0.0102180319310017,0.360200924020509,-0.000384263900654688,-0.0105710111782235,-0.0324505124653375,-1.70590911390168e-06,-5.77009974236568e-06,-2.73126005820631e-07,-9.76672245208309e-06,-1.54410706916505e-05,0,0,0,0,-2.62838307236415e-07,-1.85136201837938e-06,-1.31162250289123e-07,-5.67987314646976e-06,0,0,-0.0116435182702752,0,0,0,0,0,0,0,0,-0.00269298225939927,0,-0.00124060338500052,-2.1460848372804e-08,8.17524208927074e-07,-1.81106906196839e-07,-1.02551375595761e-09,-4.49019951922215e-08,-0.000907869570888197,0,0,0,0,0,0,0,0,0,0,0,-2.40962787817027e-09,0,1.04584064363951e-07,-7.43321807682897e-08,-2.23677178551985e-10,-1.74710173188571e-09,-0.00011561096279531,-2.5868453763711e-05,0.000187318535130717,3.52207969306584e-05,-2.81996669588041e-06,-7.38276707271668e-05,-8.61334545857732e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_143_H,-0.000524899930708082,-0.000144452547948944,0.0587573060805758,0,-5.23545627309165e-06,0.00280872126725763,-3.25693508850189e-05,-0.000108081390361603,0.000397470180171666,-0.000280258199476572,-4.63841259469764e-06,-0.000242598339201017,-1.69557440791575e-07,-9.27120246050255e-07,-6.63745477475689e-06,-6.20868859676635e-08,-1.72606344984044e-06,-5.78784208918317e-06,0,0,0,0,0,0,0,-0.000721281105177983,-0.0056280081275168,-0.000149423581818691,-0.000780841924809556,-0.00443578655772691,-0.000365254200045361,0,-3.31803822688543e-05,-9.67542960989465e-05,-0.00102956591712045,-0.00013688940412039,-8.89658527370694e-07,-0.000266982150147485,0.00134658531572977,-0.000387892450380389,-0.000388477206231612,-2.93675062064113e-05,-0.000626466840528996,0,0,0,0,0,-0.000651619271930803,-4.20269265719027e-09,-2.25030633826e-08,-2.14717299803278e-09,-1.82816292501818e-08,-7.99794247789945e-08,-4.33147981482554e-05,-5.00028752648431e-06,0.000148814236364388,-1.8804305978847e-07,-5.17302115453609e-06,-1.5879955533917e-05,-1.52237294011196e-07,-5.14930346402429e-07,-2.43740793172265e-08,-8.71593559907096e-07,-1.3779789319233e-06,0,0,0,0,-4.38358473806801e-09,-3.0876786468979e-08,-2.18750776712657e-09,-9.47282209386322e-08,0,0,0,0,-1.41352486177494e-08,0,-4.82854011647014e-08,6.74593451185664e-08,-1.37956432083533e-07,-1.75002188416541e-09,-4.80389343332193e-07,-0.00282116290208042,-8.27107872519695e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20092390460439e-08,0,5.21231946530781e-07,-3.70460906327985e-07,-1.1147749122222e-09,-8.70730394765549e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_144_H,-0.0005391414253437,-0.000148371809633625,0.0714740944122066,0,-5.37750377217907e-06,0.00288492700957243,-3.92560670100404e-05,-0.000130271257709499,0.000490255017822031,-0.000337797173103199,-5.59071122665268e-06,-0.000292405479428212,-8.66947448410124e-09,-4.74036720494411e-08,-3.39373161923715e-07,-3.17450340829105e-09,-8.82536500107109e-08,-2.95932452600888e-07,0,0,0,0,0,0,0,-0.000173850833854744,-0.00135652230300506,-3.60156589577262e-05,-0.000188206815293445,-0.00106916039575471,-0.00134351627292367,0.00104763188187586,-2.68786976334096e-05,-7.83785264589346e-05,-0.000834028696707359,-3.74353597178192e-05,-1.57628880714751e-07,-7.30120267030899e-05,0.000379971303164296,-0.00010607755585703,-0.000237248689034158,-8.0311779126851e-06,-0.000171320867945801,0,0,0,0,0,-0.000527862435110375,-7.85587462097042e-08,-4.20638050272379e-07,-4.01359871824551e-08,-3.41728979421754e-07,-1.49501375563631e-06,-0.0133350244904685,-0.00107704223386193,0.0420105015290223,-4.05037342560986e-05,-0.00111424837683562,-0.0034204798606658,-9.71683043137341e-09,-3.28663938258965e-08,-1.55572126517776e-09,-5.56106049439405e-08,-8.64975436807819e-08,0,0,0,0,-7.37242142311401e-10,-5.19293445074685e-09,-3.67900476191091e-10,-1.59316269024435e-08,0,0,-0.00047481690263262,0,-9.84289498487762e-09,0,-3.36229058164606e-08,4.6974430213903e-08,-9.60641521212112e-08,-1.21860478672078e-09,-3.34512818708805e-07,0,0,0,-0.0001312034884194,0.00499803298617349,-0.00110721894386907,-6.2696022014781e-06,-0.000274513770558868,0,0,0,0,0,-3.16008290722469e-08,0,0,0,0,0,0,-3.7033928123122e-09,0,1.60736799136785e-07,-1.14242230709004e-07,-3.4377277206666e-10,-2.68514655514229e-09,-0.000334530010277739,-7.48525390171265e-05,0.000542021880688223,0.000101914327796616,-8.15980997776129e-06,-0.000213626552793855,-0.000249234369744431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_145_H,-0.0585397506118851,-0.0161101490731295,6.48463612401053,-0.0866295762923605,-0.00058388711187821,2.53917116239077,-0.00804648726806315,-0.063509480962485,-0.345675776375127,0,-6.41258483370863e-05,-0.00131792766477243,0,0,0,0,0,0,-2.77160061817725e-09,-8.53704668543436e-09,8.69742040124652e-08,-1.79234974653311e-09,-6.40128791321267e-09,-3.32440390889232e-10,-8.51383032295653e-09,-0.012612182237002,0.100577802805787,-0.000368550311226261,-0.00192593117434611,-1.72564799042098,-0.000143073397685561,0.000131562250808935,-2.86235952126294e-06,-8.34666636501883e-06,-8.88171746111496e-05,-0.000247872455083126,-1.57e-05,-0.000483437863183538,0.000208460865158975,-0.000702376159804436,0,-5.31772046918265e-05,-0.0011537499347265,0,0,0,0,0,0,0,0,0,0,0,-3.45579993357909e-06,-5.38831732026933e-07,1.67633298946427e-05,-2.02635482589349e-08,-5.57445533631233e-07,-1.711226384389e-06,-4.93706175024775e-06,-1.66992124615556e-05,-7.90452401799351e-07,-2.73131566581757e-05,-4.39488696867598e-05,0,0,0,0,-1.33386757319593e-08,-9.39540278024093e-08,-6.65630038207121e-09,-2.88245602005334e-07,-0.85912732153054,0,0,0,0,0,0,0,0,0,0,0,0,-0.00399686994745629,-0.000640998344734229,0.022997681118495,-0.00682969945261565,-3.06303184595458e-05,-0.00134114477179532,0,-0.0731882730318151,0,0,-0.00544304952936587,-5.7174324101203e-07,0,-5.18250060171483e-08,-8.38269814189705e-08,5.22236028279096e-06,2.02324405316094e-07,-4.72336184689056e-07,-1.65124403192426e-08,-4.35203651880928e-10,7.16682495583053e-07,-4.39536180482127e-07,-1.53279105669246e-09,-1.19723519721702e-08,0,0,0,0,0,0,0,-4.8107308308359e-09,-4.8107308308359e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_146_H,-0.00292500190837275,-0.000804961010091938,0.321111834668378,-0.00439325957188207,-2.91745506030782e-05,0.024379753489584,-6.34664575824091e-05,-0.000210613438414816,0.000422147763788939,-0.000546126792394372,-9.03867004382021e-06,-0.000472740683682044,0,0,0,0,0,0,-9.36397245319658e-07,-2.88427811243e-06,2.33656727249552e-05,-6.05553106856631e-07,-3.61083808547193e-06,-1.123164225827e-07,-2.87643436404575e-06,-0.00133178988207349,-0.0194515752349282,-0.000275899109210976,0,-0.00860422215445592,-0.000386536413679788,0.000742404719627277,-7.73313699058694e-06,-2.25498977105908e-05,-0.000239954266150973,-0.00249494459347312,-1.57e-05,-0.00486601338025025,0,-0.0070697230230798,-0.0158118511075133,-0.000535251806407424,-0.0116129973413162,0,0,0,0,0,0,-3.09435161239372e-08,-1.65685183622966e-07,-1.58091699072588e-08,-1.3460367807458e-07,-5.88871188569522e-07,-5.83606525480513e-08,-9.09965047140912e-09,2.83094765418421e-07,-3.42205544898424e-10,-9.41399552288951e-09,-2.88987471409993e-08,-7.27307852050213e-08,-2.46006004395926e-07,-1.16446232107947e-08,-4.16247148889205e-07,-6.47436868909083e-07,0,0,0,0,0,0,0,0,-0.122660716147459,0,0,0,-1.78444329311366e-09,-4.9164762435913e-09,-6.09558152061513e-09,8.51611310207184e-09,-1.74157127780711e-08,-2.20923939751567e-10,-6.06446738203103e-08,-0.00281755616191453,-1.04414654153729e-08,-0.0029920822871272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000586793567344371,-0.00013129760274176,0.000950751631172602,0.000178766239601723,-1.43129879490556e-05,-0.000374718808902415,-0.000437177892667207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MI_147_H,-0.000385138905521458,-0.000105990290647957,0.0526030472074934,0.00103043244197726,-3.84145201963336e-06,0,-3.95014887005188e-06,-1.31085689585205e-05,4.71110074077922e-05,-3.39909018725447e-05,-5.62566332207963e-07,-2.72023616861837e-05,-1.16532685077671e-08,-6.37187086321458e-08,-4.56176044751e-07,-4.26707993240865e-09,-1.18628122414035e-07,-3.97784241322179e-07,0,0,0,0,0,0,0,-7.53364334981343e-05,-0.000587834697154591,-1.56070076616787e-05,-8.15574473234737e-05,-0.000463309431813897,-0.000543002101685235,0.000423416020420142,-1.08634257728358e-05,-3.16778482344525e-05,-0.000337085113373705,-3.56688378208648e-05,-1.56182561191903e-07,-6.95666920012402e-05,0.00035226951372887,-0.00010107190540758,-0.00022605325756611,-7.65219793899082e-06,-0.000163236477494828,0,0,0,0,0,-0.000213343461067184,0,0,0,0,0,-0.0837018876794829,-0.0128480955423767,0.352616383373698,-0.000483171254742183,-0.0132919296508827,-0.0305540107055217,0,0,0,0,0,0,0,0,0,-9.35613282872796e-10,-6.590207165822e-09,-4.66892154618884e-10,-2.02183799490448e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000169255534434722,-0.0024736428564652,0.0852184948996164,-0.0198340278623027,-0.000118203844161446,-0.00517554095340552,0,0,0,0,0,-4.01037240452522e-08,0,0,0,0,0,0,-2.16473797915101e-06,-5.70540668537037e-08,9.39552111733247e-05,-3.74178406156192e-05,-2.00944920942938e-07,-1.56954420502693e-06,-9.35171566336647e-05,-2.09248689224637e-05,0.000151521070032284,2.8489934723211e-05,-2.28105761619923e-06,-5.97188508802142e-05,-6.96729407760213e-05,0,0,2.11946783881314e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
